Id,LotFrontage,LotArea,OverallQual,OverallCond,YearBuilt,YearRemodAdd,MasVnrArea,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageYrBlt,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,MSSubClass_160,MSSubClass_180,MSSubClass_190,MSSubClass_20,MSSubClass_30,MSSubClass_40,MSSubClass_45,MSSubClass_50,MSSubClass_60,MSSubClass_70,MSSubClass_75,MSSubClass_80,MSSubClass_85,MSSubClass_90,MSZoning_FV,MSZoning_RH,MSZoning_RL,MSZoning_RM,Street_Pave,Alley_None,Alley_Pave,LotShape_IR2,LotShape_IR3,LotShape_Reg,LandContour_HLS,LandContour_Low,LandContour_Lvl,Utilities_NoSeWa,LotConfig_CulDSac,LotConfig_FR2,LotConfig_FR3,LotConfig_Inside,LandSlope_Mod,LandSlope_Sev,Neighborhood_Blueste,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_IDOTRR,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_NAmes,Neighborhood_NPkVill,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Neighborhood_Veenker,Condition1_Feedr,Condition1_Norm,Condition1_PosA,Condition1_PosN,Condition1_RRAe,Condition1_RRAn,Condition1_RRNe,Condition1_RRNn,Condition2_Feedr,Condition2_Norm,Condition2_PosA,Condition2_PosN,Condition2_RRAe,Condition2_RRAn,Condition2_RRNn,BldgType_2fmCon,BldgType_Duplex,BldgType_Twnhs,BldgType_TwnhsE,HouseStyle_1.5Unf,HouseStyle_1Story,HouseStyle_2.5Fin,HouseStyle_2.5Unf,HouseStyle_2Story,HouseStyle_SFoyer,HouseStyle_SLvl,RoofStyle_Gable,RoofStyle_Gambrel,RoofStyle_Hip,RoofStyle_Mansard,RoofStyle_Shed,RoofMatl_CompShg,RoofMatl_Membran,RoofMatl_Metal,RoofMatl_Roll,RoofMatl_Tar&Grv,RoofMatl_WdShake,RoofMatl_WdShngl,Exterior1st_AsphShn,Exterior1st_BrkComm,Exterior1st_BrkFace,Exterior1st_CBlock,Exterior1st_CemntBd,Exterior1st_HdBoard,Exterior1st_ImStucc,Exterior1st_MetalSd,Exterior1st_Plywood,Exterior1st_Stone,Exterior1st_Stucco,Exterior1st_VinylSd,Exterior1st_Wd Sdng,Exterior1st_WdShing,Exterior2nd_AsphShn,Exterior2nd_Brk Cmn,Exterior2nd_BrkFace,Exterior2nd_CBlock,Exterior2nd_CmentBd,Exterior2nd_HdBoard,Exterior2nd_ImStucc,Exterior2nd_MetalSd,Exterior2nd_Other,Exterior2nd_Plywood,Exterior2nd_Stone,Exterior2nd_Stucco,Exterior2nd_VinylSd,Exterior2nd_Wd Sdng,Exterior2nd_Wd Shng,MasVnrType_BrkFace,MasVnrType_Stone,ExterQual_Fa,ExterQual_Gd,ExterQual_TA,ExterCond_Fa,ExterCond_Gd,ExterCond_Po,ExterCond_TA,Foundation_CBlock,Foundation_PConc,Foundation_Slab,Foundation_Stone,Foundation_Wood,BsmtQual_Fa,BsmtQual_Gd,BsmtQual_None,BsmtQual_TA,BsmtCond_Gd,BsmtCond_None,BsmtCond_Po,BsmtCond_TA,BsmtExposure_Gd,BsmtExposure_Mn,BsmtExposure_No,BsmtExposure_None,BsmtFinType1_BLQ,BsmtFinType1_GLQ,BsmtFinType1_LwQ,BsmtFinType1_None,BsmtFinType1_Rec,BsmtFinType1_Unf,BsmtFinType2_BLQ,BsmtFinType2_GLQ,BsmtFinType2_LwQ,BsmtFinType2_None,BsmtFinType2_Rec,BsmtFinType2_Unf,Heating_GasA,Heating_GasW,Heating_Grav,Heating_OthW,Heating_Wall,HeatingQC_Fa,HeatingQC_Gd,HeatingQC_Po,HeatingQC_TA,CentralAir_Y,Electrical_FuseF,Electrical_FuseP,Electrical_Mix,Electrical_SBrkr,KitchenQual_Fa,KitchenQual_Gd,KitchenQual_TA,Functional_Maj2,Functional_Min1,Functional_Min2,Functional_Mod,Functional_Sev,Functional_Typ,FireplaceQu_Fa,FireplaceQu_Gd,FireplaceQu_None,FireplaceQu_Po,FireplaceQu_TA,GarageType_Attchd,GarageType_Basment,GarageType_BuiltIn,GarageType_CarPort,GarageType_Detchd,GarageType_None,GarageFinish_None,GarageFinish_RFn,GarageFinish_Unf,GarageQual_Fa,GarageQual_Gd,GarageQual_None,GarageQual_Po,GarageQual_TA,GarageCond_Fa,GarageCond_Gd,GarageCond_None,GarageCond_Po,GarageCond_TA,PavedDrive_P,PavedDrive_Y,Fence_GdWo,Fence_MnPrv,Fence_MnWw,Fence_None,SaleType_CWD,SaleType_Con,SaleType_ConLD,SaleType_ConLI,SaleType_ConLw,SaleType_New,SaleType_Oth,SaleType_WD,SaleCondition_AdjLand,SaleCondition_Alloca,SaleCondition_Family,SaleCondition_Normal,SaleCondition_Partial,SalePrice
-1.7269583259932935,-0.20247473636668178,-0.033526944185305704,0.662695551516054,-0.5225820545948832,1.0380070105982284,0.8713712624785552,0.5532287592916971,0.6486540274407598,-0.28287252907595656,-0.9461742428947547,-0.45356881243779573,-0.7969816494391546,1.2082516250545605,-0.11457607180519555,0.45449497714881903,1.1542268264377156,-0.23737061945408164,0.8184834247503759,1.2394439343663566,0.17494324748528137,-0.2114047520679691,0.9670475531631317,-0.9309273253189907,1.0047304159677402,0.33389318320005607,0.38622587126585195,-0.7571386529721538,0.24935838324594053,-0.3645997486125213,-0.10777645758359872,-0.26659287010160604,-0.053522247595718386,-0.08414815963050246,-1.6072523905212164,0.1323569735671316,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,208500
-1.7245864326431712,0.5851157510104282,0.2587077626498796,-0.06658412582479309,2.193152582795462,0.1466491064223196,-0.43490305616221536,-0.5798607430765822,1.2879555630235389,-0.28287252907595656,-0.643246496355186,0.5367433482576245,0.32194092105509614,-0.7952534586355082,-0.11457607180519555,-0.46792042208672713,-0.8133338544138313,3.995738760810374,0.8184834247503759,-0.7560034182998494,0.17494324748528137,-0.2114047520679691,-0.3001810351081038,0.6598833743354516,-0.1192950891557408,0.33389318320005607,-0.03258579779185685,1.7327865348761191,-0.7116403076202674,-0.3645997486125213,-0.10777645758359872,-0.26659287010160604,-0.053522247595718386,-0.08414815963050246,-0.4933071612162776,-0.6221862650885646,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,181500
-1.7222145392930492,-0.044956638891259774,0.6219663342666444,0.662695551516054,-0.5225820545948832,0.9719804991777906,0.8229907321585267,0.35667241704413843,0.13157190307233546,-0.28287252907595656,-0.30414827261686295,-0.2974604915399955,-0.6205997664055781,1.2364039213125007,-0.11457607180519555,0.6109761609477063,1.1542268264377156,-0.23737061945408164,0.8184834247503759,1.2394439343663566,0.17494324748528137,-0.2114047520679691,-0.3001810351081038,0.6598833743354516,0.921469267440075,0.33389318320005607,0.6717792819870171,-0.7571386529721538,-0.0499690778435341,-0.3645997486125213,-0.10777645758359872,-0.26659287010160604,-0.053522247595718386,-0.08414815963050246,0.9919531445236408,0.1323569735671316,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,223500
-1.719842645942927,-0.46500489882571844,0.24674786124518136,0.662695551516054,-0.5225820545948832,-1.8671594919010297,-0.7251862380823866,-0.5798607430765822,-0.5030288859252763,-0.28287252907595656,-0.06451886117511461,-0.6974880638406086,-0.5076051225871931,0.9783412056147165,-0.11457607180519555,0.46890771776187445,1.1542268264377156,-0.23737061945408164,-1.0297478152297754,-0.7560034182998494,0.17494324748528137,-0.2114047520679691,0.333433259027514,0.6598833743354516,0.796577544648577,1.6685064528301654,0.8335928813956773,-0.7571386529721538,-0.16024761613965632,4.2147072520196875,-0.10777645758359872,-0.26659287010160604,-0.053522247595718386,-0.08414815963050246,-1.6072523905212164,-1.3767295037442608,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,140000
-1.7174707525928048,0.7951398809776575,1.164991728400359,1.391975228856901,-0.5225820545948832,0.9389672434675718,0.7262296715184696,1.4435133682953452,0.5287849895189888,-0.28287252907595656,-0.1775516024212223,0.25135782411633345,-0.0005072088656608295,1.6751105379987334,-0.11457607180519555,1.4592688941732532,1.1542268264377156,-0.23737061945408164,0.8184834247503759,1.2394439343663566,1.4165047640772543,-0.2114047520679691,1.6006618472987495,0.6598833743354516,0.8798386931762423,1.6685064528301654,1.7568822427274444,0.8471084479233778,0.6117021519331993,-0.3645997486125213,-0.10777645758359872,-0.26659287010160604,-0.053522247595718386,-0.08414815963050246,2.1058983738285795,0.1323569735671316,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,250000
-1.7150988592426828,0.8476459134694649,1.141583095912173,-0.7958638031656401,-0.5225820545948832,0.70787445349604,0.4843270199183269,-0.5798607430765822,0.7097637330479373,-0.28287252907595656,-1.14059055783806,-0.5999203632794835,-0.9623396647831325,0.5325965148639986,-0.11457607180519555,-0.262024127614507,1.1542268264377156,-0.23737061945408164,-1.0297478152297754,1.2394439343663566,-2.3081797856986648,-0.2114047520679691,-0.9337953292437216,-0.9309273253189907,0.5884246733294138,0.33389318320005607,0.06259867244853151,-0.42292050695225136,-0.2390180006368865,-0.3645997486125213,11.292759854111141,-0.26659287010160604,-0.053522247595718386,1.4492400020684202,1.3632682209586204,0.8869002122228278,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,143000
-1.7127269658925606,0.3225855885513916,0.37136164194398463,1.391975228856901,-0.5225820545948832,1.0710202663084472,0.9681323231186123,0.49541807039535635,2.206951520423784,-0.28287252907595656,-0.568644887132755,1.570960974205551,1.5125186315317374,-0.7952534586355082,-0.11457607180519555,0.4215515700332638,1.1542268264377156,-0.23737061945408164,0.8184834247503759,-0.7560034182998494,0.17494324748528137,-0.2114047520679691,0.333433259027514,0.6598833743354516,1.0463609902315727,0.33389318320005607,0.8050375403235608,1.373502027904724,0.18634207564815639,-0.3645997486125213,-0.10777645758359872,-0.26659287010160604,-0.053522247595718386,-0.08414815963050246,0.6206380680886612,-0.6221862650885646,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,307000
-1.7103550725424383,0.007549393600547558,0.43806416880105975,0.662695551516054,0.3826628245352318,0.04760933929166306,-0.580044647122301,0.8075957904355966,1.0082611412060731,-0.07425316010521711,-0.7969710244498925,0.1586685085832646,-0.10523395191684685,1.5108888098274162,-0.11457607180519555,1.2369008961432555,1.1542268264377156,-0.23737061945408164,0.8184834247503759,1.2394439343663566,0.17494324748528137,-0.2114047520679691,0.333433259027514,2.250694073989894,-0.24418681194723868,0.33389318320005607,0.08163556649660919,1.206392954894773,2.5021913798667232,3.473937001917418,-0.10777645758359872,-0.26659287010160604,-0.053522247595718386,0.6825459212189589,1.7345832973936,0.8869002122228278,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,200000
-1.7079831791923161,-0.9375591912519844,-0.7723667882070093,0.662695551516054,-0.5225820545948832,-1.3389474005375284,-1.6927968444829573,-0.5798607430765822,-1.0107095171233658,-0.28287252907595656,0.8668709266928128,-0.21940633109109536,-0.3394911403208156,0.9689571068620698,-0.11457607180519555,0.5862686056110399,-0.8133338544138313,-0.23737061945408164,0.8184834247503759,-0.7560034182998494,-1.0666182691066917,4.31265694218658,0.9670475531631317,2.250694073989894,-1.9926709310282091,0.33389318320005607,0.005487990304298497,-0.0051478244273733655,-0.7116403076202674,3.086716189363959,-0.10777645758359872,-0.26659287010160604,-0.053522247595718386,-0.08414815963050246,-0.8646222376512572,0.1323569735671316,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,129900
-1.7056112858421941,-0.9900652237437918,-0.3312325878995578,-0.7958638031656401,0.3826628245352318,-1.0748413548557776,-1.6927968444829573,-0.5798607430765822,0.9894581548654032,-0.28287252907595656,-0.9687807911439762,-0.12427782304399836,-0.18791295958883583,-0.7952534586355082,-0.11457607180519555,-0.8488285668603344,1.1542268264377156,-0.23737061945408164,-1.0297478152297754,-0.7560034182998494,-1.0666182691066917,4.31265694218658,-0.9337953292437216,2.250694073989894,-1.6596263369175481,-1.0007200864300534,-1.2461877933568086,-0.7571386529721538,-0.6486240000224833,-0.3645997486125213,-0.10777645758359872,-0.26659287010160604,-0.053522247595718386,-0.08414815963050246,-1.978567466956196,0.1323569735671316,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,118000
